Feature,Sub Feature,Test ID,Priority,Precondition,Manual Test Steps,Expected Result,FE Screen,Provider/BLoC,Service,Repository,API/WS,Handler,Usecase,DB Table,Migration,Validation,Auth,Business Logic,Integration FE->BE,Integration BE->DB,Integration WS,Logging,Analytics,Error Handling,Loading,Empty State,Retry,Offline,Reconnect,Security,Performance,Regression,Cross Check,Evidence,PASS/FAIL,Bug ID,Fix Required,Retest,Notes
Connectivity,WS Reconnect,CON-0658,High,User in game + WS disconnects,Execute WS Reconnect (Error) end-to-end,Behavior matches specification without crash,All WS screens,All WS providers,WebSocketService,Verify repository,WS reconnect,Verify handler,Verify usecase,N/A,N/A,Verify validation,JWT required,Max attempts reached → stop reconnecting,FE calls correct BE,N/A,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: Disconnect↔Backoff↔MaxAttempts. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Connectivity,WS Reconnect,CON-0659,High,User in game + WS disconnects,Execute WS Reconnect (Edge Case) end-to-end,Behavior matches specification without crash,All WS screens,All WS providers,WebSocketService,Verify repository,WS reconnect,Verify handler,Verify usecase,N/A,N/A,Verify validation,JWT required,Game ended during disconnect / room destroyed during disconnect,FE calls correct BE,N/A,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: Disconnect↔Reconnect↔StateGone. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Connectivity,WS Reconnect,CON-0660,High,User in game + WS disconnects,Execute WS Reconnect (Integration) end-to-end,Behavior matches specification without crash,All WS screens,All WS providers,WebSocketService,Verify repository,WS reconnect + state restore,Verify handler,Verify usecase,N/A,N/A,Verify validation,JWT required,Full flow: disconnect → backoff → reconnect → room/game state restored,FE calls correct BE,N/A,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: Disconnect↔Backoff↔Reconnect↔StateRestore. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Connectivity,WS Reconnect,CON-0661,High,User in game + WS disconnects,Execute WS Reconnect (Regression) end-to-end,Behavior matches specification without crash,All WS screens,All WS providers,WebSocketService,Verify repository,WS reconnect,Verify handler,Verify usecase,N/A,N/A,Verify validation,JWT required,Verify business rules,FE calls correct BE,N/A,WS event handled,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: Disconnect↔Backoff↔Reconnect↔StateRestore. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Connectivity,Session Replaced,CON-0662,High,User logged in on device A,Execute Session Replaced (Happy Path) end-to-end,Behavior matches specification without crash,All screens (shows dialog),authProvider,WebSocketService,Verify repository,WS session_replaced,handleRegister (eviction),Verify usecase,N/A,N/A,Verify validation,JWT required,Login on device B → device A receives session_replaced → auto-disconnect → show dialog → no reconnect,FE calls correct BE,N/A,WS event handled,Log created,Analytics created,Graceful error,Loading OK,N/A,No retry (by design),N/A,No reconnect (by design),Security OK,Performance OK,No feature broken,"Cross-check: Login B↔Evict A↔WS session_replaced↔FE dialog↔Stop reconnect. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Connectivity,Session Replaced,CON-0663,High,User logged in,Execute Session Replaced (Validation) end-to-end,Behavior matches specification without crash,All screens,authProvider,WebSocketService,Verify repository,WS session_replaced,handleRegister,Verify usecase,N/A,N/A,Verify validation,JWT required,Verify business rules,FE calls correct BE,N/A,WS event handled,Log created,Analytics created,Graceful error,Loading OK,N/A,N/A,N/A,N/A,Security OK,Performance OK,No feature broken,"Cross-check: Login↔Evict↔WS↔FE. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Connectivity,Session Replaced,CON-0664,High,User logged in,Execute Session Replaced (Error) end-to-end,Behavior matches specification without crash,All screens,authProvider,WebSocketService,Verify repository,WS session_replaced,handleRegister,Verify usecase,N/A,N/A,Verify validation,JWT required,Verify business rules,FE calls correct BE,N/A,WS event handled,Log created,Analytics created,Graceful error,Loading OK,N/A,N/A,N/A,N/A,Security OK,Performance OK,No feature broken,"Cross-check: Login↔Evict↔WS↔FE. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Connectivity,Session Replaced,CON-0665,High,User logged in + in game,Execute Session Replaced (Edge Case) end-to-end,Behavior matches specification without crash,Game screen,authProvider+gameProvider,WebSocketService,Verify repository,WS session_replaced,handleRegister,Verify usecase,N/A,N/A,Verify validation,JWT required,Session replaced during active game / during night action,FE calls correct BE,N/A,WS event handled,Log created,Analytics created,Graceful error,Loading OK,N/A,N/A,N/A,N/A,Security OK,Performance OK,No feature broken,"Cross-check: Login↔Evict↔WS↔Game state. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Connectivity,Session Replaced,CON-0666,High,User logged in,Execute Session Replaced (Integration) end-to-end,Behavior matches specification without crash,All screens,authProvider,WebSocketService,Verify repository,WS session_replaced,handleRegister,Verify usecase,N/A,N/A,Verify validation,JWT required,Verify business rules,FE calls correct BE,N/A,WS event handled,Log created,Analytics created,Graceful error,Loading OK,N/A,N/A,N/A,N/A,Security OK,Performance OK,No feature broken,"Cross-check: Login↔Evict↔WS↔FE. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Connectivity,Session Replaced,CON-0667,High,User logged in,Execute Session Replaced (Regression) end-to-end,Behavior matches specification without crash,All screens,authProvider,WebSocketService,Verify repository,WS session_replaced,handleRegister,Verify usecase,N/A,N/A,Verify validation,JWT required,Verify business rules,FE calls correct BE,N/A,WS event handled,Log created,Analytics created,Graceful error,Loading OK,N/A,N/A,N/A,N/A,Security OK,Performance OK,No feature broken,"Cross-check: Login↔Evict↔WS↔FE. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Social,Gift Notification WS,SOC-0668,Medium,Receiver online + sender sends gift,Execute Gift Notification WS (Happy Path) end-to-end,Behavior matches specification without crash,Notification toast/popup,socialProvider,WebSocketService,Verify repository,WS gift_notification,sendGiftNotification,Verify usecase,notifications,Verify migration,Verify validation,JWT (receiver connected),Receiver sees realtime notification with gift name/emoji/sender,N/A,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,N/A,N/A,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: SendGift↔Handler↔WS↔FE notification. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Social,Gift Notification WS,SOC-0669,Medium,Receiver online,Execute Gift Notification WS (Validation) end-to-end,Behavior matches specification without crash,Notification toast,socialProvider,WebSocketService,Verify repository,WS gift_notification,sendGiftNotification,Verify usecase,notifications,Verify migration,Verify validation,JWT,Verify business rules,N/A,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,N/A,N/A,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: SendGift↔Handler↔WS↔FE. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Social,Gift Notification WS,SOC-0670,Medium,Receiver online,Execute Gift Notification WS (Error) end-to-end,Behavior matches specification without crash,Notification toast,socialProvider,WebSocketService,Verify repository,WS gift_notification,sendGiftNotification,Verify usecase,notifications,Verify migration,Verify validation,JWT,Verify business rules,N/A,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,N/A,N/A,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: SendGift↔Handler↔WS↔FE. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Social,Gift Notification WS,SOC-0671,Medium,Receiver online,Execute Gift Notification WS (Edge Case) end-to-end,Behavior matches specification without crash,Notification toast,socialProvider,WebSocketService,Verify repository,WS gift_notification,sendGiftNotification,Verify usecase,notifications,Verify migration,Verify validation,JWT,Receiver offline (notification stored) / receiver blocked sender,N/A,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,N/A,N/A,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: SendGift↔Handler↔WS↔FE. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Social,Gift Notification WS,SOC-0672,Medium,Receiver online,Execute Gift Notification WS (Integration) end-to-end,Behavior matches specification without crash,Notification toast,socialProvider,WebSocketService,Verify repository,WS gift_notification,sendGiftNotification,Verify usecase,notifications,Verify migration,Verify validation,JWT,Verify business rules,N/A,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,N/A,N/A,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: SendGift↔Handler↔WS↔FE. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Social,Gift Notification WS,SOC-0673,Medium,Receiver online,Execute Gift Notification WS (Regression) end-to-end,Behavior matches specification without crash,Notification toast,socialProvider,WebSocketService,Verify repository,WS gift_notification,sendGiftNotification,Verify usecase,notifications,Verify migration,Verify validation,JWT,Verify business rules,N/A,DB updated correctly,WS event handled,Log created,Analytics created,Graceful error,Loading OK,N/A,N/A,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: SendGift↔Handler↔WS↔FE. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Social,Gift Global Broadcast,SOC-0674,Medium,Legendary gift sent,Execute Gift Global Broadcast (Happy Path) end-to-end,Behavior matches specification without crash,All screens (banner/overlay),giftAnimationProvider,WebSocketService,Verify repository,WS gift_global_broadcast + gift_animation_broadcast,BroadcastAll,Verify usecase,N/A,N/A,broadcastType==global,N/A,ALL connected players see legendary gift announcement,N/A,N/A,WS event handled,Log created,Analytics created,Graceful error,Loading OK,N/A,N/A,N/A,N/A,Security OK,Performance OK,No feature broken,"Cross-check: SendGift(legendary)↔BroadcastAll↔All clients receive. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Social,Gift Global Broadcast,SOC-0675,Medium,Legendary gift sent,Execute Gift Global Broadcast (Validation) end-to-end,Behavior matches specification without crash,All screens,giftAnimationProvider,WebSocketService,Verify repository,WS gift_global_broadcast,BroadcastAll,Verify usecase,N/A,N/A,Only legendary/global triggers broadcast,N/A,Verify business rules,N/A,N/A,WS event handled,Log created,Analytics created,Graceful error,Loading OK,N/A,N/A,N/A,N/A,Security OK,Performance OK,No feature broken,"Cross-check: BroadcastType↔BroadcastAll. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Social,Gift Global Broadcast,SOC-0676,Medium,Legendary gift sent,Execute Gift Global Broadcast (Error) end-to-end,Behavior matches specification without crash,All screens,giftAnimationProvider,WebSocketService,Verify repository,WS gift_global_broadcast,BroadcastAll,Verify usecase,N/A,N/A,Verify validation,N/A,Verify business rules,N/A,N/A,WS event handled,Log created,Analytics created,Graceful error,Loading OK,N/A,N/A,N/A,N/A,Security OK,Performance OK,No feature broken,"Cross-check: BroadcastAll flow. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Social,Gift Global Broadcast,SOC-0677,Medium,Legendary gift sent,Execute Gift Global Broadcast (Edge Case) end-to-end,Behavior matches specification without crash,All screens,giftAnimationProvider,WebSocketService,Verify repository,WS gift_global_broadcast,BroadcastAll,Verify usecase,N/A,N/A,Verify validation,N/A,1000+ clients connected / rapid sequential legendary gifts,N/A,N/A,WS event handled,Log created,Analytics created,Graceful error,Loading OK,N/A,N/A,N/A,N/A,Security OK,Performance OK,No feature broken,"Cross-check: Scale↔BroadcastAll↔Performance. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Social,Gift Global Broadcast,SOC-0678,Medium,Legendary gift sent,Execute Gift Global Broadcast (Integration) end-to-end,Behavior matches specification without crash,All screens,giftAnimationProvider,WebSocketService,Verify repository,WS gift_global_broadcast,BroadcastAll,Verify usecase,N/A,N/A,Verify validation,N/A,Verify business rules,N/A,N/A,WS event handled,Log created,Analytics created,Graceful error,Loading OK,N/A,N/A,N/A,N/A,Security OK,Performance OK,No feature broken,"Cross-check: SendGift→BroadcastAll→FE overlay. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Social,Gift Global Broadcast,SOC-0679,Medium,Legendary gift sent,Execute Gift Global Broadcast (Regression) end-to-end,Behavior matches specification without crash,All screens,giftAnimationProvider,WebSocketService,Verify repository,WS gift_global_broadcast,BroadcastAll,Verify usecase,N/A,N/A,Verify validation,N/A,Verify business rules,N/A,N/A,WS event handled,Log created,Analytics created,Graceful error,Loading OK,N/A,N/A,N/A,N/A,Security OK,Performance OK,No feature broken,"Cross-check: BroadcastAll flow. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
System,Gacha,SYS-0680,Medium,User has spin tokens/diamonds,Execute Gacha (Happy Path) end-to-end,Behavior matches specification without crash,pages/lucky_spin/,spinProvider,ApiService.doSpin(),Verify repository,POST /api/lucky-spin,HandleLuckySpin,Weighted random selection,lucky_spin/diamond_balance/inventory,Verify migration,Verify validation,JWT required,Weighted prize selection / item awarded / balance deducted,FE calls correct BE,DB updated correctly,N/A,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: Spin↔WeightedRNG↔PrizeAward↔DB. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
System,Gacha,SYS-0681,Medium,User has spin tokens,Execute Gacha (Validation) end-to-end,Behavior matches specification without crash,pages/lucky_spin/,spinProvider,ApiService.doSpin(),Verify repository,POST /api/lucky-spin,HandleLuckySpin,Verify usecase,lucky_spin,Verify migration,No free spins left / insufficient diamonds,JWT required,Verify business rules,FE calls correct BE,DB updated correctly,N/A,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: Spin↔Validation↔Reject. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
System,Gacha,SYS-0682,Medium,User has spin tokens,Execute Gacha (Error) end-to-end,Behavior matches specification without crash,pages/lucky_spin/,spinProvider,ApiService.doSpin(),Verify repository,POST /api/lucky-spin,HandleLuckySpin,Verify usecase,lucky_spin,Verify migration,Verify validation,JWT required,Verify business rules,FE calls correct BE,DB updated correctly,N/A,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: Spin flow. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
System,Gacha,SYS-0683,Medium,User has spin tokens,Execute Gacha (Edge Case) end-to-end,Behavior matches specification without crash,pages/lucky_spin/,spinProvider,ApiService.doSpin(),Verify repository,POST /api/lucky-spin,HandleLuckySpin,Verify usecase,lucky_spin,Verify migration,Verify validation,JWT required,Rapid double-spin / jackpot probability / daily reset timing,FE calls correct BE,DB updated correctly,N/A,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: Spin↔Idempotency↔WeightedRNG. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
System,Gacha,SYS-0684,Medium,User has spin tokens,Execute Gacha (Integration) end-to-end,Behavior matches specification without crash,pages/lucky_spin/,spinProvider,ApiService.doSpin(),Verify repository,POST /api/lucky-spin,HandleLuckySpin,Verify usecase,lucky_spin/inventory/diamond_balance,Verify migration,Verify validation,JWT required,Spin → prize → inventory updated → history recorded,FE calls correct BE,DB updated correctly,N/A,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: FE↔API↔RNG↔DB↔Inventory. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
System,Gacha,SYS-0685,Medium,User has spin tokens,Execute Gacha (Regression) end-to-end,Behavior matches specification without crash,pages/lucky_spin/,spinProvider,ApiService.doSpin(),Verify repository,POST /api/lucky-spin,HandleLuckySpin,Verify usecase,lucky_spin,Verify migration,Verify validation,JWT required,Verify business rules,FE calls correct BE,DB updated correctly,N/A,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: Spin flow. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Profile,View Other Player,PRO-0686,Medium,User logged in + target user exists,Execute View Other Player (Happy Path) end-to-end,Behavior matches specification without crash,pages/profile/ (player route),authProvider,ApiService.getPlayerProfile(),Verify repository,GET /api/profile?userId=X,HandleProfile,Verify usecase,profiles/player_stats,Verify migration,Valid userId UUID,JWT required,Shows other player's public profile + stats + social stats,FE calls correct BE,DB updated correctly,N/A,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔API↔Handler↔DB. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Profile,View Other Player,PRO-0687,Medium,User logged in,Execute View Other Player (Validation) end-to-end,Behavior matches specification without crash,pages/profile/,authProvider,ApiService.getPlayerProfile(),Verify repository,GET /api/profile?userId=X,HandleProfile,Verify usecase,profiles,Verify migration,Invalid UUID / non-existent user,JWT required,Verify business rules,FE calls correct BE,DB updated correctly,N/A,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔API↔Handler↔DB. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Profile,View Other Player,PRO-0688,Medium,User logged in,Execute View Other Player (Error) end-to-end,Behavior matches specification without crash,pages/profile/,authProvider,ApiService.getPlayerProfile(),Verify repository,GET /api/profile?userId=X,HandleProfile,Verify usecase,profiles,Verify migration,Verify validation,JWT required,Verify business rules,FE calls correct BE,DB updated correctly,N/A,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔API↔Handler↔DB. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Profile,View Other Player,PRO-0689,Medium,User logged in,Execute View Other Player (Edge Case) end-to-end,Behavior matches specification without crash,pages/profile/,authProvider,ApiService.getPlayerProfile(),Verify repository,GET /api/profile?userId=X,HandleProfile,Verify usecase,profiles,Verify migration,Verify validation,JWT required,View own profile via userId param / deleted account / banned user,FE calls correct BE,DB updated correctly,N/A,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔API↔Handler↔DB. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Profile,View Other Player,PRO-0690,Medium,User logged in,Execute View Other Player (Integration) end-to-end,Behavior matches specification without crash,pages/profile/,authProvider,ApiService.getPlayerProfile(),Verify repository,GET /api/profile?userId=X,HandleProfile,Verify usecase,profiles/player_stats,Verify migration,Verify validation,JWT required,Verify business rules,FE calls correct BE,DB updated correctly,N/A,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔API↔Handler↔DB. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
Profile,View Other Player,PRO-0691,Medium,User logged in,Execute View Other Player (Regression) end-to-end,Behavior matches specification without crash,pages/profile/,authProvider,ApiService.getPlayerProfile(),Verify repository,GET /api/profile?userId=X,HandleProfile,Verify usecase,profiles,Verify migration,Verify validation,JWT required,Verify business rules,FE calls correct BE,DB updated correctly,N/A,Log created,Analytics created,Graceful error,Loading OK,Empty state OK,Retry OK,Offline handled,Reconnect handled,Security OK,Performance OK,No feature broken,"Cross-check: UI↔API↔Handler↔DB. Mark FAIL if any missing.",Screenshot/Log/API response,NOT RUN,,YES,,
